timestamp,symbol,session,volatility,liquidity,trend_strength,momentum_3h,momentum_6h,divergence,volume_delta,market_state,sentinel_probability,sentinel_direction,sentinel_confidence,council_approved,council_veto_reason,council_score,meta_utility,meta_threshold,meta_risk_pct,meta_sl_atr,meta_tp_atr,meta_market_state,meta_system_state,meta_hibernation,system_drawdown,system_win_rate_24h,system_latency_ms,system_consecutive_losses,trade_opened,trade_closed,trade_pnl,trade_r_multiple,trade_mae,trade_mfe,trade_duration_minutes
2026-06-02T03:00:00,XAUUSD,london,0.004079,0.9644,-0.8296,-0.010072,0.003484,-0.0838,192.25,low_volatility,0.5495,sell,0.6397,False,low_probability,0.4505,0.4427,0.658,1.99,1.61,3.05,low_volatility,active,False,14.21,39.35,109.46,5,False,False,0.0,0.0,0.0,0.0,0.0
2026-06-02T04:00:00,EURUSD,london,0.001277,0.6864,-0.6869,-0.003659,0.011362,-0.0301,-934.72,ranging,0.6368,sell,0.7569,True,,0.454,0.962,0.6363,1.44,2.32,3.83,ranging,cooling,False,1.72,40.12,78.75,2,True,True,-28.1,-2.81,-2.57,0.15,367.03
2026-06-02T05:00:00,BTCUSD,ny,0.002254,0.6281,-0.3918,-0.0039,-0.013665,0.04,-124.48,low_volatility,0.3187,neutral,0.5808,False,low_probability,0.3223,0.2504,0.4274,1.94,2.67,2.94,low_volatility,active,False,14.99,60.25,138.41,0,False,False,0.0,0.0,0.0,0.0,0.0
2026-06-02T06:00:00,XAUUSD,overlap,0.002646,0.6096,-0.4437,0.019878,-0.003847,0.3142,938.11,volatile,0.4319,neutral,0.5167,False,low_probability,0.6701,0.8577,0.4989,1.54,1.58,3.86,volatile,active,False,6.82,44.15,165.02,3,False,False,0.0,0.0,0.0,0.0,0.0
2026-06-02T07:00:00,BTCUSD,asia,0.003326,0.6798,-0.1735,-0.012497,-0.008293,0.2564,250.82,trending_bull,0.2805,neutral,0.657,False,low_probability,0.9277,0.4381,0.6095,0.68,2.95,3.02,trending_bull,monitoring,False,10.65,43.98,11.77,3,False,False,0.0,0.0,0.0,0.0,0.0
2026-06-02T08:00:00,EURUSD,london,0.004967,0.9391,-0.0771,-0.015301,0.019929,-0.0016,433.21,low_volatility,0.3925,neutral,0.5701,False,low_probability,0.4825,0.4722,0.537,0.72,1.38,3.0,low_volatility,monitoring,False,12.96,42.43,396.05,3,False,False,0.0,0.0,0.0,0.0,0.0
2026-06-02T09:00:00,GBPUSD,ny,0.004125,0.498,-0.4029,0.003478,0.029934,-0.0104,-702.81,low_volatility,0.4565,neutral,0.5161,False,low_probability,0.7629,0.3772,0.6799,1.8,2.96,2.1,low_volatility,cooling,False,3.5,64.9,26.61,5,False,False,0.0,0.0,0.0,0.0,0.0
2026-06-02T10:00:00,USDJPY,overlap,0.001994,0.7646,0.6415,0.019233,-0.00028,-0.463,4.58,low_volatility,0.5062,buy,0.3652,False,low_probability,0.845,0.0997,0.6731,0.52,1.29,3.68,low_volatility,monitoring,False,1.12,65.17,136.19,4,False,False,0.0,0.0,0.0,0.0,0.0
2026-06-02T11:00:00,USDJPY,asia,0.004278,0.8966,0.7187,-0.0048,-0.011,0.2187,518.8,low_volatility,0.4482,neutral,0.3445,False,low_probability,0.6312,0.9209,0.6992,1.62,1.87,1.75,low_volatility,active,False,6.66,61.23,452.19,0,False,False,0.0,0.0,0.0,0.0,0.0
2026-06-02T12:00:00,GBPUSD,asia,0.001539,0.5624,-0.7089,0.001247,0.003956,0.2925,-660.03,trending_bull,0.6164,sell,0.5487,True,,0.6831,0.7916,0.4697,1.46,1.92,3.17,trending_bull,cooling,False,13.52,60.49,83.2,3,True,True,-3.3,-0.33,-0.33,0.48,340.64
2026-06-02T13:00:00,USDJPY,ny,0.001077,0.5693,-0.0336,-0.010512,0.004315,0.0748,985.38,ranging,0.17,neutral,0.8395,False,low_probability,0.3958,0.0081,0.6595,1.67,2.95,3.78,ranging,cooling,False,12.49,70.63,388.99,1,False,False,0.0,0.0,0.0,0.0,0.0
2026-06-02T14:00:00,BTCUSD,ny,0.001174,0.4331,-0.4987,0.010223,0.016048,0.1809,-726.44,trending_bull,0.6205,sell,0.7201,True,,0.3089,0.7898,0.6197,0.64,1.59,3.37,trending_bull,monitoring,False,3.01,65.39,438.85,2,True,True,27.8,2.78,-0.08,1.89,401.11
2026-06-02T15:00:00,USDJPY,ny,0.003762,0.5371,-0.7697,0.018516,-0.021555,0.4665,720.28,volatile,0.7481,sell,0.823,True,,0.3658,0.507,0.561,1.18,2.35,3.18,volatile,cooling,False,12.34,72.31,58.63,1,False,False,0.0,0.0,0.0,0.0,0.0
2026-06-02T16:00:00,USDJPY,asia,0.003139,0.9602,-0.344,0.004403,0.008859,0.1354,-71.46,ranging,0.4824,neutral,0.3758,False,low_probability,0.0453,0.0372,0.6988,0.67,1.47,2.84,ranging,cooling,False,6.8,60.17,372.85,4,False,False,0.0,0.0,0.0,0.0,0.0
2026-06-02T17:00:00,USDJPY,london,0.004443,0.7584,0.6674,0.004626,0.026343,-0.2203,380.56,trending_bear,0.55,buy,0.9179,False,low_probability,0.8555,0.0994,0.6057,1.32,2.96,2.4,trending_bear,cooling,False,4.14,73.57,474.76,3,False,False,0.0,0.0,0.0,0.0,0.0
2026-06-02T18:00:00,EURUSD,london,0.003248,0.718,-0.9573,0.011472,-0.015386,-0.3741,129.16,trending_bull,0.7819,sell,0.6602,True,,0.5864,0.6165,0.6323,1.68,2.19,2.19,trending_bull,monitoring,False,14.81,54.31,400.26,0,False,False,0.0,0.0,0.0,0.0,0.0
2026-06-02T19:00:00,EURUSD,london,0.000173,0.853,-0.5241,-0.007049,-0.019545,-0.4476,483.44,low_volatility,0.3937,neutral,0.3413,False,low_probability,0.4483,0.362,0.5781,1.18,1.44,3.04,low_volatility,hibernation,True,22.4,73.38,35.11,6,False,False,0.0,0.0,0.0,0.0,0.0
2026-06-02T20:00:00,EURUSD,overlap,0.003594,0.6105,0.7985,-0.007116,-0.0211,-0.3738,248.63,low_volatility,0.6339,buy,0.5114,True,,0.9946,0.7269,0.5816,0.65,2.4,3.63,low_volatility,monitoring,False,6.45,69.96,209.84,3,True,True,23.2,2.32,-0.34,1.67,144.7
2026-06-02T21:00:00,XAUUSD,overlap,0.000429,0.8822,-0.8135,-0.016137,0.014328,0.3118,112.74,low_volatility,0.7624,sell,0.6651,True,,0.67,0.9368,0.6823,1.13,2.83,1.63,low_volatility,hibernation,True,10.63,45.82,291.07,6,False,False,0.0,0.0,0.0,0.0,0.0
2026-06-02T22:00:00,XAUUSD,asia,0.001817,0.6894,-0.7702,-0.008857,-0.01643,-0.0709,121.93,low_volatility,0.6422,sell,0.7178,True,,0.0263,0.9147,0.4802,0.77,2.41,2.27,low_volatility,hibernation,True,14.81,38.16,75.91,4,False,False,0.0,0.0,0.0,0.0,0.0
2026-06-02T23:00:00,EURUSD,asia,0.00376,0.4506,-0.1603,-0.006364,-0.007797,0.2216,553.67,low_volatility,0.393,neutral,0.8742,False,low_probability,0.1556,0.7544,0.4149,0.62,1.89,2.56,low_volatility,cooling,False,6.21,39.7,258.61,2,False,False,0.0,0.0,0.0,0.0,0.0
2026-06-03T00:00:00,USDJPY,asia,0.001489,0.7749,-0.0267,0.006685,-0.027275,-0.1047,198.65,trending_bull,0.222,neutral,0.9145,False,low_probability,0.7673,0.7642,0.4868,0.68,1.99,2.58,trending_bull,monitoring,False,5.7,61.67,252.63,5,False,False,0.0,0.0,0.0,0.0,0.0
2026-06-03T01:00:00,GBPUSD,asia,0.002048,0.8194,-0.1276,-0.00161,-0.025328,-0.1869,-141.43,volatile,0.4139,neutral,0.5715,False,low_probability,0.1152,0.0209,0.4974,1.7,2.24,3.58,volatile,hibernation,True,14.81,68.0,125.44,3,False,False,0.0,0.0,0.0,0.0,0.0
2026-06-03T02:00:00,USDJPY,ny,0.003758,0.4551,0.5582,-0.016945,0.007993,0.0306,-612.19,ranging,0.4786,neutral,0.9228,False,low_probability,0.6454,0.1477,0.4308,0.88,1.35,1.88,ranging,active,False,2.66,64.78,249.59,4,False,False,0.0,0.0,0.0,0.0,0.0
2026-06-03T03:00:00,BTCUSD,overlap,0.003441,0.9174,0.286,0.019461,-0.010608,0.471,-367.72,volatile,0.2849,neutral,0.5874,False,low_probability,0.3028,0.2747,0.4169,1.26,1.62,2.63,volatile,active,False,5.53,42.92,324.11,0,False,False,0.0,0.0,0.0,0.0,0.0
2026-06-03T04:00:00,BTCUSD,overlap,0.00237,0.688,0.5836,0.015835,-0.003016,0.3098,303.67,ranging,0.5649,buy,0.6259,True,,0.9577,0.9055,0.6512,1.97,1.17,3.12,ranging,active,False,3.72,49.7,222.51,4,True,True,-20.2,-2.02,-2.91,0.19,378.51
2026-06-03T05:00:00,BTCUSD,asia,0.003971,0.7531,-0.8682,-0.01622,0.010703,-0.2159,447.47,low_volatility,0.7593,sell,0.5167,True,,0.5827,0.6749,0.6903,1.55,1.78,2.99,low_volatility,active,False,4.64,46.95,396.87,1,False,False,0.0,0.0,0.0,0.0,0.0
2026-06-03T06:00:00,BTCUSD,asia,0.003269,0.5964,-0.2763,-0.005496,-0.019184,-0.2858,895.34,volatile,0.3181,neutral,0.95,False,low_probability,0.1549,0.2958,0.6364,1.26,2.08,3.35,volatile,active,False,9.93,69.44,310.93,4,False,False,0.0,0.0,0.0,0.0,0.0
2026-06-03T07:00:00,USDJPY,london,0.000896,0.8819,0.5422,0.012362,-0.020068,-0.0623,-178.28,trending_bear,0.6578,buy,0.6969,True,,0.7524,0.617,0.4718,1.95,2.57,3.76,trending_bear,monitoring,False,5.52,72.62,492.3,3,True,True,-9.0,-0.9,-1.04,0.21,102.93
2026-06-03T08:00:00,XAUUSD,london,0.004382,0.3365,-0.0388,-0.005152,0.026058,0.2114,31.82,trending_bull,0.251,neutral,0.796,False,low_probability,0.2728,0.9053,0.4442,1.16,2.89,2.06,trending_bull,cooling,False,13.27,71.87,210.37,3,False,False,0.0,0.0,0.0,0.0,0.0
2026-06-03T09:00:00,BTCUSD,ny,0.001257,0.9962,-0.2502,-0.018872,0.02585,0.3392,299.92,trending_bear,0.2914,neutral,0.4865,False,low_probability,0.8298,0.6961,0.4416,1.56,1.9,1.51,trending_bear,active,False,0.29,39.7,79.01,5,False,False,0.0,0.0,0.0,0.0,0.0
2026-06-03T10:00:00,BTCUSD,overlap,0.000645,0.5017,-0.3977,-0.01809,-0.00481,0.2939,-85.77,trending_bull,0.5601,sell,0.6249,True,,0.5361,0.7875,0.6156,0.94,1.0,2.38,trending_bull,cooling,False,2.81,60.07,264.12,2,True,True,18.2,1.82,-0.25,2.17,279.37
2026-06-03T11:00:00,USDJPY,overlap,0.000314,0.5708,-0.2534,0.009893,-0.008574,-0.4324,-517.75,trending_bull,0.4828,neutral,0.7779,False,low_probability,0.3325,0.0443,0.5638,1.72,1.35,3.45,trending_bull,cooling,False,14.71,51.53,95.23,1,False,False,0.0,0.0,0.0,0.0,0.0
2026-06-03T12:00:00,EURUSD,overlap,0.000282,0.4411,0.5822,0.015432,-0.011064,-0.1899,-203.55,low_volatility,0.5249,buy,0.3238,False,low_probability,0.6469,0.2861,0.6586,0.57,2.31,2.18,low_volatility,hibernation,True,13.76,48.0,222.67,4,False,False,0.0,0.0,0.0,0.0,0.0
2026-06-03T13:00:00,USDJPY,overlap,0.001902,0.8581,-0.4666,-0.016696,-0.00453,-0.0694,990.2,trending_bear,0.5003,sell,0.5088,False,low_probability,0.0801,0.6609,0.4919,1.4,1.85,3.22,trending_bear,hibernation,True,24.97,62.71,456.25,5,False,False,0.0,0.0,0.0,0.0,0.0
2026-06-03T14:00:00,EURUSD,asia,0.003392,0.5843,0.0262,0.009996,-0.020401,-0.4689,697.34,volatile,0.1709,neutral,0.3437,False,low_probability,0.7785,0.3663,0.5149,1.35,2.21,3.2,volatile,hibernation,True,14.24,64.34,289.09,5,False,False,0.0,0.0,0.0,0.0,0.0
2026-06-03T15:00:00,GBPUSD,london,0.004811,0.3181,-0.6279,0.00071,0.024813,-0.3822,549.93,volatile,0.4655,neutral,0.6977,False,low_probability,0.694,0.9986,0.4601,0.7,1.15,1.93,volatile,cooling,False,14.96,66.47,483.94,2,False,False,0.0,0.0,0.0,0.0,0.0
2026-06-03T16:00:00,GBPUSD,asia,0.002798,0.5033,-0.4001,-0.0137,0.012574,0.2002,-651.82,ranging,0.4627,neutral,0.3789,False,low_probability,0.201,0.1389,0.6371,0.54,2.11,2.42,ranging,monitoring,False,9.18,33.88,158.1,5,False,False,0.0,0.0,0.0,0.0,0.0
2026-06-03T17:00:00,USDJPY,overlap,0.003873,0.8763,-0.8525,0.018895,0.00854,-0.05,360.22,ranging,0.5295,sell,0.8389,False,low_probability,0.5513,0.5878,0.6303,0.69,2.01,3.67,ranging,active,False,7.77,43.69,85.17,5,False,False,0.0,0.0,0.0,0.0,0.0
2026-06-03T18:00:00,XAUUSD,ny,0.004747,0.6632,-0.4319,-0.016846,-0.018222,0.4564,-451.1,ranging,0.5071,sell,0.3607,False,low_probability,0.641,0.5918,0.5742,0.76,2.25,3.76,ranging,hibernation,True,9.38,55.36,413.49,8,False,False,0.0,0.0,0.0,0.0,0.0
2026-06-03T19:00:00,BTCUSD,ny,0.003294,0.8369,-0.1668,0.00556,-0.000118,0.1272,-420.66,ranging,0.3616,neutral,0.823,False,low_probability,0.685,0.2974,0.4219,0.59,1.88,2.71,ranging,monitoring,False,5.1,36.47,431.44,2,False,False,0.0,0.0,0.0,0.0,0.0
2026-06-03T20:00:00,GBPUSD,overlap,0.000741,0.5594,0.1233,-0.007235,-0.002012,-0.2325,-504.16,trending_bull,0.2145,neutral,0.9145,False,low_probability,0.8642,0.4181,0.6888,1.85,2.63,3.83,trending_bull,hibernation,True,16.48,37.17,498.0,5,False,False,0.0,0.0,0.0,0.0,0.0
2026-06-03T21:00:00,USDJPY,asia,0.000542,0.5753,-0.0855,-0.010371,0.005001,-0.4513,-437.29,low_volatility,0.4489,neutral,0.7253,False,low_probability,0.4706,0.5367,0.6542,1.15,2.76,3.32,low_volatility,cooling,False,5.49,48.03,287.29,1,False,False,0.0,0.0,0.0,0.0,0.0
2026-06-03T22:00:00,GBPUSD,ny,0.000461,0.653,0.5288,-0.008811,0.029345,0.1804,-762.38,trending_bull,0.4797,neutral,0.8167,False,low_probability,0.3391,0.9389,0.6265,0.8,2.02,2.75,trending_bull,active,False,0.58,62.11,402.96,4,False,False,0.0,0.0,0.0,0.0,0.0
2026-06-03T23:00:00,USDJPY,london,0.003074,0.6609,-0.3441,0.004523,-0.02025,0.4906,478.64,ranging,0.4658,neutral,0.6298,False,low_probability,0.5097,0.4898,0.5689,1.21,1.03,2.33,ranging,active,False,14.7,56.27,399.39,5,False,False,0.0,0.0,0.0,0.0,0.0
2026-06-04T00:00:00,EURUSD,overlap,0.001403,0.7589,0.9441,0.003139,-0.016347,-0.4486,-39.1,low_volatility,0.7163,buy,0.7028,True,,0.8412,0.8404,0.4095,1.92,1.22,1.55,low_volatility,hibernation,True,21.17,48.58,105.93,6,False,False,0.0,0.0,0.0,0.0,0.0
2026-06-04T01:00:00,EURUSD,london,0.002644,0.6926,0.9962,-0.000865,-0.007391,0.4567,-80.67,low_volatility,0.6512,buy,0.5303,True,,0.772,0.8217,0.608,1.42,1.38,2.12,low_volatility,hibernation,True,19.98,73.78,152.32,8,False,False,0.0,0.0,0.0,0.0,0.0
2026-06-04T02:00:00,USDJPY,ny,0.002453,0.6923,0.869,0.008867,-0.012733,0.0735,86.38,volatile,0.7431,buy,0.9205,True,,0.8046,0.6438,0.6142,1.02,1.88,2.14,volatile,cooling,False,3.21,67.26,139.21,4,True,True,-26.3,-2.63,-3.24,0.29,139.11
2026-06-04T03:00:00,BTCUSD,london,0.003229,0.3367,-0.1734,0.008694,-0.023967,0.2708,-989.64,low_volatility,0.5127,sell,0.4027,False,low_probability,0.6529,0.8806,0.5427,1.48,2.51,2.22,low_volatility,hibernation,True,11.95,70.86,49.28,8,False,False,0.0,0.0,0.0,0.0,0.0
2026-06-04T04:00:00,EURUSD,london,0.00215,0.8863,0.8678,-0.018546,0.020172,0.288,-627.38,ranging,0.7601,buy,0.306,True,,0.568,0.9915,0.4854,1.98,2.09,2.73,ranging,monitoring,False,12.77,51.06,100.44,0,True,True,23.3,2.33,-0.18,2.34,36.34
2026-06-04T05:00:00,GBPUSD,ny,0.002885,0.8301,-0.649,0.014246,0.023823,0.327,30.56,trending_bull,0.5298,sell,0.362,False,low_probability,0.9817,0.4775,0.6807,0.51,1.77,2.62,trending_bull,hibernation,True,12.45,43.59,362.83,5,False,False,0.0,0.0,0.0,0.0,0.0
2026-06-04T06:00:00,XAUUSD,asia,0.003376,0.6258,-0.6806,0.007443,0.025386,0.3878,539.68,trending_bull,0.6139,sell,0.9114,True,,0.3675,0.9787,0.5435,1.18,2.98,2.43,trending_bull,cooling,False,11.36,66.09,413.67,1,True,True,-13.9,-1.39,-1.88,0.26,267.68
2026-06-04T07:00:00,GBPUSD,asia,0.004599,0.3785,0.6575,0.016116,-0.017871,0.0367,-670.93,low_volatility,0.5456,buy,0.7422,False,low_probability,0.7169,0.4888,0.6697,1.17,1.11,1.83,low_volatility,cooling,False,6.85,32.6,233.88,2,False,False,0.0,0.0,0.0,0.0,0.0
2026-06-04T08:00:00,EURUSD,overlap,0.001348,0.3021,-0.5642,-0.017079,-0.004578,0.2004,82.33,trending_bull,0.6561,sell,0.3449,True,,0.9338,0.7044,0.6307,1.65,2.96,3.11,trending_bull,cooling,False,5.62,70.11,227.03,3,True,True,22.1,2.21,-0.17,1.94,324.09
2026-06-04T09:00:00,GBPUSD,asia,0.000975,0.6761,0.0577,0.009114,-0.016639,-0.4965,-954.53,ranging,0.312,neutral,0.7674,False,low_probability,0.4241,0.3793,0.4689,1.19,1.31,1.97,ranging,active,False,0.48,59.71,309.39,0,False,False,0.0,0.0,0.0,0.0,0.0
2026-06-04T10:00:00,XAUUSD,london,0.00043,0.7158,-0.1071,0.006881,0.022333,-0.2553,-911.53,volatile,0.2631,neutral,0.4412,False,low_probability,0.8637,0.0564,0.5512,0.93,2.63,3.33,volatile,hibernation,True,13.13,64.76,410.1,4,False,False,0.0,0.0,0.0,0.0,0.0
2026-06-04T11:00:00,BTCUSD,london,0.002129,0.4926,0.1134,0.003667,0.014113,-0.3249,357.5,low_volatility,0.344,neutral,0.932,False,low_probability,0.9416,0.6713,0.6357,0.98,1.83,1.87,low_volatility,cooling,False,2.76,54.21,124.28,1,False,False,0.0,0.0,0.0,0.0,0.0
