timestamp,symbol,market_state,state_description,state_veto,alpha_probability,alpha_prediction,alpha_confidence,whale_detected,council_approved,council_reason,council_boost,council_boost_amount,final_signal
2026-06-01 17:00:00,EURUSD,0,🟢 Estado base detectado (Estado 0). WR 30.46% — Operar con confianza.,False,0.7159,1,0.7159,False,False,🛡️ VETO: Falta de explosividad (Vela perezosa) (|rejection_speed|=0.00sigma < 1.8sigma),False,0.0,0
2026-06-01 18:00:00,EURUSD,0,🟢 Estado base detectado (Estado 0). WR 30.46% — Operar con confianza.,False,0.2688,0,0.7312,False,False,🛡️ VETO: Falta de explosividad (Vela perezosa) (|rejection_speed|=0.00sigma < 1.8sigma),False,0.0,0
2026-06-01 19:00:00,EURUSD,0,🟢 Estado base detectado (Estado 0). WR 30.46% — Operar con confianza.,False,0.1666,0,0.8334,False,False,🛡️ VETO: Falta de explosividad (Vela perezosa) (|rejection_speed|=0.00sigma < 1.8sigma),False,0.0,0
2026-06-01 20:00:00,EURUSD,0,🟢 Estado base detectado (Estado 0). WR 30.46% — Operar con confianza.,False,0.4336,0,0.5664,False,False,🛡️ VETO: Falta de explosividad (Vela perezosa) (|rejection_speed|=0.00sigma < 1.8sigma),False,0.0,0
2026-06-01 21:00:00,EURUSD,0,🟢 Estado base detectado (Estado 0). WR 30.46% — Operar con confianza.,False,0.1225,0,0.8775,False,False,🛡️ VETO: Falta de explosividad (Vela perezosa) (|rejection_speed|=0.00sigma < 1.8sigma),False,0.0,0
2026-06-01 22:00:00,EURUSD,0,🟢 Estado base detectado (Estado 0). WR 30.46% — Operar con confianza.,False,0.2089,0,0.7911,False,False,🛡️ VETO: Falta de explosividad (Vela perezosa) (|rejection_speed|=0.00sigma < 1.8sigma),False,0.0,0
2026-06-01 23:00:00,EURUSD,0,🟢 Estado base detectado (Estado 0). WR 30.46% — Operar con confianza.,False,0.1834,0,0.8166,False,False,🛡️ VETO: Falta de explosividad (Vela perezosa) (|rejection_speed|=1.00sigma < 1.8sigma),False,0.0,0
2026-06-02 00:00:00,EURUSD,0,🟢 Estado base detectado (Estado 0). WR 30.46% — Operar con confianza.,False,0.3083,0,0.6917,False,False,🛡️ VETO: Falta de explosividad (Vela perezosa) (|rejection_speed|=0.79sigma < 1.8sigma),False,0.0,0
2026-06-02 01:00:00,EURUSD,0,🟢 Estado base detectado (Estado 0). WR 30.46% — Operar con confianza.,False,0.1084,0,0.8916,False,False,🛡️ VETO: Falta de explosividad (Vela perezosa) (|rejection_speed|=0.62sigma < 1.8sigma),False,0.0,0
2026-06-02 02:00:00,EURUSD,0,🟢 Estado base detectado (Estado 0). WR 30.46% — Operar con confianza.,False,0.4645,0,0.5355,False,False,🛡️ VETO: Falta de explosividad (Vela perezosa) (|rejection_speed|=0.35sigma < 1.8sigma),False,0.0,0
2026-06-01 06:00:00,GOLD,0,🟢 Estado base detectado (Estado 0). WR 30.46% — Operar con confianza.,False,0.6315,1,0.6315,False,False,🛡️ VETO: Falta de explosividad (Vela perezosa) (|rejection_speed|=0.00sigma < 1.8sigma),False,0.0,0
2026-06-01 07:00:00,GOLD,0,🟢 Estado base detectado (Estado 0). WR 30.46% — Operar con confianza.,False,0.6623,1,0.6623,False,False,🛡️ VETO: Falta de explosividad (Vela perezosa) (|rejection_speed|=0.00sigma < 1.8sigma),False,0.0,0
2026-06-01 08:00:00,GOLD,1,🟢 Estado de Oro detectado (Estado 1). WR 35.62% — Óptimo para operar.,False,0.417,0,0.583,False,False,🛡️ VETO: Falta de explosividad (Vela perezosa) (|rejection_speed|=0.00sigma < 1.8sigma),False,0.0,0
2026-06-01 09:00:00,GOLD,0,🟢 Estado base detectado (Estado 0). WR 30.46% — Operar con confianza.,False,0.7131,1,0.7131,False,False,🛡️ VETO: Falta de explosividad (Vela perezosa) (|rejection_speed|=0.00sigma < 1.8sigma),False,0.0,0
2026-06-01 10:00:00,GOLD,0,🟢 Estado base detectado (Estado 0). WR 30.46% — Operar con confianza.,False,0.7593,1,0.7593,False,False,🛡️ VETO: Falta de explosividad (Vela perezosa) (|rejection_speed|=0.00sigma < 1.8sigma),False,0.0,0
2026-06-01 11:00:00,GOLD,0,🟢 Estado base detectado (Estado 0). WR 30.46% — Operar con confianza.,False,0.7602,1,0.7602,False,False,🛡️ VETO: Falta de explosividad (Vela perezosa) (|rejection_speed|=0.00sigma < 1.8sigma),False,0.0,0
2026-06-01 12:00:00,GOLD,0,🟢 Estado base detectado (Estado 0). WR 30.46% — Operar con confianza.,False,0.4575,0,0.5425,False,False,🛡️ VETO: Falta de explosividad (Vela perezosa) (|rejection_speed|=0.00sigma < 1.8sigma),False,0.0,0
2026-06-01 13:00:00,GOLD,0,🟢 Estado base detectado (Estado 0). WR 30.46% — Operar con confianza.,False,0.7954,1,0.7954,False,False,🛡️ VETO: Falta de explosividad (Vela perezosa) (|rejection_speed|=0.00sigma < 1.8sigma),False,0.0,0
2026-06-01 14:00:00,GOLD,0,🟢 Estado base detectado (Estado 0). WR 30.46% — Operar con confianza.,False,0.7768,1,0.7768,False,False,🛡️ VETO: Falta de explosividad (Vela perezosa) (|rejection_speed|=0.00sigma < 1.8sigma),False,0.0,0
2026-06-01 15:00:00,GOLD,0,🟢 Estado base detectado (Estado 0). WR 30.46% — Operar con confianza.,False,0.7039,1,0.7039,False,False,🛡️ VETO: Falta de explosividad (Vela perezosa) (|rejection_speed|=0.00sigma < 1.8sigma),False,0.0,0
2026-06-01 16:00:00,GOLD,0,🟢 Estado base detectado (Estado 0). WR 30.46% — Operar con confianza.,False,0.8419,1,0.8419,False,False,🛡️ VETO: Falta de explosividad (Vela perezosa) (|rejection_speed|=0.00sigma < 1.8sigma),False,0.0,0
2026-06-01 17:00:00,GOLD,0,🟢 Estado base detectado (Estado 0). WR 30.46% — Operar con confianza.,False,0.7168,1,0.7168,False,False,🛡️ VETO: Falta de explosividad (Vela perezosa) (|rejection_speed|=0.00sigma < 1.8sigma),False,0.0,0
2026-06-01 18:00:00,GOLD,0,🟢 Estado base detectado (Estado 0). WR 30.46% — Operar con confianza.,False,0.2517,0,0.7483,False,False,🛡️ VETO: Falta de explosividad (Vela perezosa) (|rejection_speed|=0.00sigma < 1.8sigma),False,0.0,0
2026-06-01 19:00:00,GOLD,0,🟢 Estado base detectado (Estado 0). WR 30.46% — Operar con confianza.,False,0.1396,0,0.8604,False,False,🛡️ VETO: Falta de explosividad (Vela perezosa) (|rejection_speed|=0.00sigma < 1.8sigma),False,0.0,0
2026-06-01 20:00:00,GOLD,0,🟢 Estado base detectado (Estado 0). WR 30.46% — Operar con confianza.,False,0.4161,0,0.5839,False,False,🛡️ VETO: Falta de explosividad (Vela perezosa) (|rejection_speed|=0.00sigma < 1.8sigma),False,0.0,0
2026-06-01 21:00:00,GOLD,0,🟢 Estado base detectado (Estado 0). WR 30.46% — Operar con confianza.,False,0.115,0,0.885,False,False,🛡️ VETO: Falta de explosividad (Vela perezosa) (|rejection_speed|=0.00sigma < 1.8sigma),False,0.0,0
2026-06-01 22:00:00,GOLD,0,🟢 Estado base detectado (Estado 0). WR 30.46% — Operar con confianza.,False,0.2456,0,0.7544,False,False,🛡️ VETO: Falta de explosividad (Vela perezosa) (|rejection_speed|=0.00sigma < 1.8sigma),False,0.0,0
2026-06-01 23:00:00,GOLD,0,🟢 Estado base detectado (Estado 0). WR 30.46% — Operar con confianza.,False,0.171,0,0.829,False,False,🛡️ VETO: Falta de explosividad (Vela perezosa) (|rejection_speed|=0.00sigma < 1.8sigma),False,0.0,0
2026-06-02 01:00:00,GOLD,0,🟢 Estado base detectado (Estado 0). WR 30.46% — Operar con confianza.,False,0.1286,0,0.8714,False,False,🛡️ VETO: Falta de explosividad (Vela perezosa) (|rejection_speed|=0.00sigma < 1.8sigma),False,0.0,0
2026-06-02 02:00:00,GOLD,0,🟢 Estado base detectado (Estado 0). WR 30.46% — Operar con confianza.,False,0.4937,0,0.5063,False,False,🛡️ VETO: Falta de explosividad (Vela perezosa) (|rejection_speed|=0.00sigma < 1.8sigma),False,0.0,0
